sexo,edad,pobreza,y1,ytotcorh,ytot,y2_hrs,tot_per,n_ocupados,n_desocupados,v19,pobreza_sinte,asiste2,esc,educ,activ,activ2,ocup_inf,sist_salud,expr
Hombre,24,No pobres,120000,800641,120000,44,5,2,1,2e+05,No pobres sin transferencia Covid,No asiste,16,Técnico nivel superior completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,27
Mujer,31,No pobres,350000,684167,354167,,3,2,0,110000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,27
Hombre,35,No pobres,330000,684167,330000,180,3,2,0,110000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,27
Hombre,48,No pobres,,588332,2e+05,,5,2,0,,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, suspendido por LPE",Sí,FONASA,39
Mujer,50,No pobres,320000,588332,379999,160,5,2,0,,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,39
Hombre,76,No pobres,,588332,8333,,5,2,0,,No pobres sin transferencia Covid,No asiste,9,Media humanista incompleta,Inactivos,Inactivos,,FONASA,39
Mujer,70,No pobres,,588332,,,5,2,0,,No pobres sin transferencia Covid,No asiste,9,Media humanista incompleta,Inactivos,Inactivos,,FONASA,39
Mujer,50,No pobres,,2556667,,,8,4,1,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,39
Mujer,28,No pobres,,2556667,12500,,8,4,1,350000,No pobres sin transferencia Covid,No asiste,13,Profesional incompleto,Desocupados,Desocupados,,FONASA,39
Mujer,47,Pobres extremos,,0,,,3,0,2,150000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,Ninguno (particular),33
Hombre,38,Pobres extremos,,0,,,3,0,2,150000,Pobres extremos sin transferencia Covid,No asiste,3,Básica incompleta,Desocupados,Desocupados,,Ninguno (particular),33
Hombre,7,Pobres extremos,,0,,,3,0,2,150000,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,Ninguno (particular),33
Hombre,23,No pobres,,1939502,,,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,15,Técnico nivel superior incompleta,Inactivos,Inactivos,,Ninguno (particular),43
Hombre,46,No pobres,5e+05,1939502,531667,180,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,13,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,43
Mujer,67,No pobres,,1939502,,,4,2,0,3e+05,No pobres sin transferencia Covid,No asiste,6,Básica completa,Inactivos,Inactivos,,FONASA,43
Hombre,28,No pobres,5e+05,639584,639584,12,1,1,0,140000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,59
Hombre,52,Pobres no extremos,,498000,225000,,6,2,0,2e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,44
Mujer,35,No pobres,380000,1520000,465000,180,2,2,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,34
Mujer,23,No pobres,,462000,,,3,1,1,2e+05,No pobres sin transferencia Covid,Asiste,16,Profesional incompleto,Inactivos,Inactivos,,FONASA,43
Mujer,42,No pobres,,462000,,,3,1,1,2e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Desocupados,Desocupados,,FONASA,43
Hombre,49,No pobres,462000,462000,462000,168,3,1,1,2e+05,No pobres sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,43
Hombre,38,No pobres,,1400000,4e+05,,3,2,1,6e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,43
Hombre,32,No pobres,,1400000,1e+06,,3,2,1,6e+05,No pobres sin transferencia Covid,No asiste,13,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,43
Mujer,23,Pobres no extremos,,398774,398774,,5,1,0,150000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,43
Mujer,50,Pobres no extremos,,398774,,,5,1,0,150000,Pobres extremos sin transferencia Covid,No asiste,3,Básica incompleta,Inactivos,Inactivos,,Ninguno (particular),43
Hombre,47,Pobres no extremos,,340000,,,3,1,1,1e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,40
Hombre,21,Pobres no extremos,,340000,,,3,1,1,1e+05,Pobres no extremos sin transferencia Covid,Asiste,14,Profesional incompleto,Inactivos,Inactivos,,FONASA,40
Mujer,40,Pobres no extremos,320000,340000,340000,192,3,1,1,1e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,40
Hombre,57,No pobres,,353583,,,2,2,0,210000,No pobres sin transferencia Covid,No asiste,11,Media técnica profesional incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,34
Mujer,54,No pobres,350000,353583,353583,,2,2,0,210000,No pobres sin transferencia Covid,Asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,34
Mujer,31,Pobres extremos,,4167,4167,,5,1,0,350000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,34
Hombre,41,Pobres extremos,,4167,,,5,1,0,350000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, suspendido por LPE",No clasificado,FONASA,34
Hombre,37,No pobres,326500,405499,326500,220,2,1,1,140000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,34
Mujer,35,No pobres,,817583,6250,,3,1,0,250000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,33
Mujer,58,Pobres extremos,90000,98333,98333,,1,1,0,1e+05,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,46
Mujer,39,No pobres,550000,611833,611833,180,5,1,0,450000,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,34
Mujer,15,No pobres,,611833,,,5,1,0,450000,No pobres sin transferencia Covid,Asiste,9,Media técnica profesional incompleta,Inactivos,Inactivos,,FONASA,34
Mujer,19,No pobres,,611833,,,5,1,0,450000,No pobres sin transferencia Covid,Asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,34
Hombre,45,No pobres,,1505051,2500,,3,2,0,350000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,48
Mujer,15,No pobres,,1505051,,,3,2,0,350000,No pobres sin transferencia Covid,Asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,48
Mujer,38,No pobres,5e+05,1505051,502551,180,3,2,0,350000,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,48
Mujer,38,No pobres,,555647,135230,,4,1,2,3e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,48
Hombre,35,No pobres,,555647,4e+05,,4,1,2,3e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,48
Mujer,21,No pobres,,555647,20417,,4,1,2,3e+05,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,Ninguno (particular),48
Mujer,44,No pobres,275000,706684,706684,174,2,2,0,80000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,36
Mujer,16,No pobres,,706684,,,2,2,0,80000,No pobres sin transferencia Covid,Asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,36
Mujer,9,Pobres no extremos,,383506,,,5,1,0,2e+05,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,36
Hombre,15,Pobres no extremos,,383506,,,5,1,0,2e+05,Pobres extremos sin transferencia Covid,Asiste,8,Básica completa,Inactivos,Inactivos,,FONASA,36
Mujer,38,Pobres no extremos,,383506,383506,,5,1,0,2e+05,Pobres extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,36
Hombre,20,Pobres no extremos,,383506,,,5,1,0,2e+05,Pobres extremos sin transferencia Covid,Asiste,13,Técnico nivel superior incompleta,Inactivos,Inactivos,,FONASA,36
Mujer,21,No pobres,,8e+05,,,2,0,0,1e+06,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,Ninguno (particular),43
Hombre,30,No pobres,,8e+05,8e+05,,2,0,0,1e+06,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,43
Hombre,15,No pobres,,481666,,,4,0,0,250000,Pobres no extremos sin transferencia Covid,Asiste,9,Media humanista incompleta,Inactivos,Inactivos,,FONASA,64
Mujer,31,No pobres,,481666,481666,,4,0,0,250000,Pobres no extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Inactivos,Inactivos,,FONASA,64
Mujer,59,Pobres no extremos,180000,191667,191667,80,2,1,0,160000,Pobres extremos sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,64
Hombre,13,Pobres no extremos,,191667,,,2,1,0,160000,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,64
Hombre,25,No pobres,450000,450000,450000,240,3,1,1,1e+05,No pobres sin transferencia Covid,No asiste,1,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,32
Mujer,24,No pobres,,450000,,,3,1,1,1e+05,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Desocupados,Desocupados,,FONASA,32
Mujer,32,No pobres,,479814,479814,,3,1,0,150000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,50
Mujer,35,Pobres extremos,,60000,60000,,3,0,1,,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,26
Mujer,40,No pobres,250000,349813,299813,20,2,1,0,1e+05,No pobres sin transferencia Covid,No asiste,,No sabe,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,26
Mujer,44,No pobres,,926787,13155,,4,2,0,180000,No pobres sin transferencia Covid,No asiste,4,Básica incompleta,Inactivos,Inactivos,,FONASA,34
Hombre,49,No pobres,,926787,717322,,4,2,0,180000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,34
Hombre,19,No pobres,,926787,13155,,4,2,0,180000,No pobres sin transferencia Covid,Asiste,10,Media técnica profesional incompleta,Inactivos,Inactivos,,FONASA,34
Mujer,71,No pobres,,637712,,,5,3,0,280000,No pobres sin transferencia Covid,No asiste,4,Básica incompleta,Inactivos,Inactivos,,Ninguno (particular),29
Mujer,39,No pobres,,637712,259712,,5,3,0,280000,No pobres sin transferencia Covid,Asiste,9,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,29
Mujer,23,No pobres,,637712,,,5,3,0,280000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,29
Hombre,34,Pobres no extremos,3e+05,330477,304167,,3,1,0,1e+05,Pobres no extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,43
Hombre,11,Pobres no extremos,,330477,13155,,3,1,0,1e+05,Pobres no extremos sin transferencia Covid,No asiste,,Básica incompleta,,,,FONASA,43
Mujer,38,No pobres,,1029167,128191,,7,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,43
Hombre,20,No pobres,,1029167,,,7,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,Ninguno (particular),43
Mujer,31,No pobres,,1029167,1e+05,,7,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,43
Hombre,34,No pobres,4e+05,1029167,4e+05,288,7,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),43
Hombre,53,No pobres,6e+05,1394666,603333,180,2,1,0,,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,21
Hombre,66,No pobres,,530500,530500,,1,0,0,1e+05,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,31
Mujer,40,No pobres,3e+05,3e+05,3e+05,180,2,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,34
Hombre,43,No pobres,,3e+05,,,2,1,0,,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,34
Mujer,39,No pobres,,712083,,,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Inactivos,Inactivos,,FONASA,38
Hombre,19,No pobres,310000,712083,310000,180,5,2,0,3e+05,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,38
Mujer,8,No pobres,,712083,,,5,2,0,3e+05,No pobres sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,38
Hombre,34,No pobres,650000,1404936,790833,176,2,2,0,350000,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,39
Hombre,43,Pobres no extremos,,402069,,,5,1,0,240000,Pobres no extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,39
Mujer,60,Pobres no extremos,,402069,,,5,1,0,240000,Pobres no extremos sin transferencia Covid,No asiste,8,Básica completa,Inactivos,Inactivos,,Ninguno (particular),39
Mujer,38,Pobres no extremos,,402069,55759,,5,1,0,240000,Pobres no extremos sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,FONASA,39
Mujer,28,No pobres,,3123076,9e+05,,3,2,0,4e+05,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,29
Mujer,51,No pobres,487000,1093746,493718,180,4,1,1,3e+05,No pobres sin transferencia Covid,No asiste,14,Técnico nivel superior incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,36
Hombre,24,No pobres,4e+05,2100000,4e+05,180,4,2,0,4e+05,No pobres sin transferencia Covid,Asiste,18,Profesional incompleto,Ocupados,"Ocupado, no suspendido por LPE",Sí,Isapre,26
Hombre,27,No pobres,,2100000,,,4,2,0,4e+05,No pobres sin transferencia Covid,Asiste,20,Profesional incompleto,Inactivos,Inactivos,,Isapre,26
Mujer,35,Pobres extremos,,1e+05,1e+05,,4,1,0,170000,Pobres extremos sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,44
Hombre,6,Pobres extremos,,22500,,,4,1,0,,Pobres extremos sin transferencia Covid,Asiste,,Sin educación formal,,,,FONASA,44
Mujer,38,Pobres extremos,,22500,22500,,4,1,0,,Pobres extremos sin transferencia Covid,No asiste,3,Básica incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,44
Hombre,11,Pobres extremos,,22500,,,4,1,0,,Pobres extremos sin transferencia Covid,Asiste,,Básica incompleta,,,,FONASA,44
Mujer,49,No pobres,5e+05,1451667,501667,180,2,2,0,350000,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),187
Hombre,42,No pobres,,704850,,,4,2,0,250000,No pobres sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,34
Mujer,38,No pobres,2e+05,704850,217917,86,4,2,0,250000,No pobres sin transferencia Covid,No asiste,,No sabe,Ocupados,"Ocupado, no suspendido por LPE",No clasificado,FONASA,34
Mujer,20,No pobres,,704850,,,4,2,0,250000,No pobres sin transferencia Covid,Asiste,15,Profesional incompleto,Inactivos,Inactivos,,FONASA,34
Mujer,27,Pobres no extremos,,427000,5000,,4,1,0,130000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Inactivos,Inactivos,,FONASA,47
Hombre,28,Pobres no extremos,350000,427000,422000,192,4,1,0,130000,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,47
Mujer,50,No pobres,,1481667,431667,,6,3,0,350000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,40
Hombre,30,No pobres,,1481667,,,6,3,0,350000,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Ocupados,"Ocupado, no suspendido por LPE",No,Isapre,40
Mujer,44,No pobres,380000,1020584,400576,160,3,2,0,200008,No pobres sin transferencia Covid,No asiste,11,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,32
Hombre,46,No pobres,420000,1020584,420000,160,3,2,0,200008,No pobres sin transferencia Covid,No asiste,10,Media humanista incompleta,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,32
Hombre,29,No pobres,380000,700060,495893,,3,1,0,,No pobres sin transferencia Covid,No asiste,16,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,58
Mujer,38,No pobres,1e+06,1411600,1083100,192,4,2,0,2e+05,No pobres sin transferencia Covid,No asiste,17,Profesional completo,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,67
Hombre,30,No pobres,,382500,,,3,1,0,2e+05,No pobres sin transferencia Covid,No asiste,12,Media técnica profesional completa,Inactivos,Inactivos,,Ninguno (particular),32
Mujer,68,No pobres,,382500,52500,,3,1,0,2e+05,No pobres sin transferencia Covid,No asiste,8,Media técnica profesional incompleta,Ocupados,"Ocupado, no suspendido por LPE",Sí,Ninguno (particular),32
Mujer,61,No pobres,,809832,459832,176,2,1,0,350000,No pobres sin transferencia Covid,No asiste,10,Media técnica profesional incompleta,Ocupados,"Ocupado, suspendido por LPE",No,FONASA,32
Hombre,23,No pobres,,528938,,,4,1,1,,Pobres no extremos sin transferencia Covid,No asiste,12,Media humanista completa,Desocupados,Desocupados,,FONASA,81
Mujer,41,No pobres,,528938,252628,,4,1,1,,Pobres no extremos sin transferencia Covid,No asiste,8,Básica completa,Ocupados,"Ocupado, no suspendido por LPE",Sí,FONASA,81
Mujer,45,Pobres extremos,,17880,8334,,2,2,0,110000,Pobres extremos sin transferencia Covid,No asiste,12,Media humanista completa,Ocupados,"Ocupado, no suspendido por LPE",No,FONASA,41
